loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_prncp,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,il_util,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,target,emp_length_anos,mths_since_last_delinq_missing,mths_since_last_record_missing,mths_since_recent_bc_dlq_missing,mths_since_recent_revol_delinq_missing,mths_since_last_major_derog_missing,emp_length_missing,era_pre_2012
12375.0,12375.0,36.0,11.55,408.38,b,b3,rent,45000.0,verified,2013-07-01,Fully Paid,debt_consolidation,23.39,0.0,2000-06-01,720.0,724.0,0.0,999.0,999.0,11.0,0.0,7004.0,42.7,16.0,f,12375.0,0.0,999.0,individual,,,,0.0,0.0,39439.0,,16400.0,3.0,4930.0,1456.0,81.3,0.0,0.0,119.0,159.0,2.0,2.0,0.0,2.0,999.0,8.0,999.0,0.0,3.0,6.0,3.0,3.0,3.0,10.0,13.0,6.0,11.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,55888.0,39439.0,7800.0,39488.0,0,10.0,1,1,1,1,1,0,0
8000.0,8000.0,36.0,7.49,248.82,a,a4,rent,93000.0,not verified,2011-05-01,Fully Paid,debt_consolidation,13.47,0.0,2000-01-01,725.0,729.0,0.0,999.0,999.0,7.0,0.0,12384.0,70.0,33.0,f,8000.0,0.0,999.0,individual,,,,0.0,-1.0,-1.0,,-1.0,,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,,,999.0,,999.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,,0.0,0.0,-1.0,,,-1.0,0,1.0,1,1,1,1,1,0,1
11800.0,11800.0,36.0,12.99,397.54,c,c1,mortgage,57500.0,source verified,2014-09-01,Fully Paid,credit_card,14.82,0.0,1998-05-01,700.0,704.0,0.0,999.0,29.0,11.0,2.0,20035.0,76.8,14.0,f,11800.0,0.0,999.0,individual,,,,0.0,0.0,333723.0,,26100.0,2.0,33372.0,3865.0,81.6,0.0,0.0,130.0,195.0,12.0,12.0,1.0,12.0,999.0,12.0,999.0,0.0,3.0,4.0,4.0,5.0,2.0,9.0,11.0,4.0,11.0,0.0,0.0,0.0,2.0,100.0,50.0,1.0,1.0,364040.0,60626.0,21000.0,52340.0,0,4.0,1,0,1,1,1,0,0
21000.0,21000.0,36.0,6.03,639.15,a,a1,mortgage,80000.0,verified,2015-01-01,Fully Paid,debt_consolidation,11.82,0.0,1995-03-01,760.0,764.0,0.0,999.0,999.0,9.0,0.0,13272.0,35.3,23.0,f,21000.0,0.0,999.0,individual,,,,0.0,0.0,240561.0,,37600.0,1.0,30070.0,24328.0,35.3,0.0,0.0,133.0,237.0,32.0,17.0,2.0,32.0,999.0,18.0,999.0,0.0,3.0,3.0,6.0,11.0,6.0,7.0,15.0,3.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,287100.0,23595.0,37600.0,17000.0,0,10.0,1,1,1,1,1,0,0
9500.0,9500.0,36.0,8.18,298.49,b,b1,rent,56000.0,not verified,2015-04-01,Fully Paid,debt_consolidation,12.28,0.0,1994-12-01,725.0,729.0,0.0,999.0,115.0,10.0,1.0,5924.0,19.7,14.0,f,9500.0,0.0,999.0,individual,,,,0.0,0.0,13759.0,,30100.0,2.0,1529.0,18703.0,24.0,0.0,0.0,43.0,243.0,43.0,16.0,0.0,65.0,999.0,15.0,999.0,0.0,1.0,2.0,5.0,5.0,3.0,9.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0,100.0,20.0,1.0,0.0,42100.0,13759.0,24600.0,12000.0,0,10.0,1,0,1,1,1,0,0
15000.0,15000.0,36.0,6.89,462.41,a,a3,mortgage,40000.0,not verified,2015-10-01,Fully Paid,debt_consolidation,23.25,0.0,2003-08-01,720.0,724.0,0.0,999.0,999.0,18.0,0.0,11195.0,45.5,31.0,w,15000.0,0.0,999.0,individual,,,,0.0,0.0,67079.0,,24600.0,1.0,3727.0,10754.0,40.6,0.0,0.0,146.0,133.0,20.0,20.0,0.0,20.0,999.0,,999.0,0.0,2.0,3.0,6.0,6.0,22.0,7.0,9.0,3.0,18.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,88342.0,67079.0,18100.0,63742.0,0,3.0,1,1,1,1,1,0,0
2000.0,2000.0,36.0,20.99,75.34,e,e4,own,29000.0,verified,2014-10-01,Fully Paid,other,39.78,0.0,1996-12-01,680.0,684.0,0.0,999.0,999.0,4.0,0.0,6178.0,98.1,9.0,w,2000.0,0.0,999.0,individual,,,,0.0,0.0,46471.0,,6300.0,6.0,11618.0,122.0,98.1,0.0,0.0,213.0,31.0,13.0,9.0,0.0,13.0,999.0,13.0,999.0,0.0,2.0,2.0,2.0,3.0,6.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,51492.0,46471.0,6300.0,45192.0,0,-1.0,1,1,1,1,1,1,0
15000.0,15000.0,36.0,8.67,474.7,b,b1,mortgage,110000.0,source verified,2014-12-01,Fully Paid,vacation,25.33,0.0,1995-04-01,680.0,684.0,1.0,999.0,999.0,16.0,0.0,36405.0,71.4,22.0,f,15000.0,0.0,999.0,individual,,,,0.0,0.0,343608.0,,51000.0,6.0,21476.0,5884.0,75.3,0.0,0.0,142.0,235.0,0.0,0.0,1.0,32.0,999.0,0.0,999.0,0.0,8.0,11.0,8.0,10.0,5.0,13.0,16.0,11.0,16.0,0.0,0.0,0.0,3.0,100.0,37.5,0.0,0.0,402573.0,64142.0,23800.0,55391.0,0,9.0,1,1,1,1,1,0,0
3100.0,3100.0,36.0,12.69,103.99,c,c2,rent,60000.0,not verified,2015-08-01,Charged Off,credit_card,26.33,0.0,1998-11-01,745.0,749.0,2.0,999.0,999.0,13.0,0.0,3176.0,21.3,17.0,w,826.04,0.0,999.0,individual,,,,0.0,0.0,43207.0,,14900.0,9.0,3324.0,6992.0,16.8,0.0,0.0,201.0,38.0,9.0,3.0,0.0,9.0,999.0,0.0,999.0,0.0,2.0,6.0,2.0,3.0,10.0,6.0,7.0,6.0,13.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,67201.0,43207.0,8400.0,52301.0,1,2.0,1,1,1,1,1,0,0
1500.0,1500.0,36.0,12.69,50.32,c,c2,mortgage,110000.0,verified,2015-07-01,Fully Paid,medical,16.51,0.0,2008-12-01,685.0,689.0,0.0,999.0,999.0,10.0,0.0,29841.0,99.5,15.0,f,1500.0,0.0,999.0,individual,,,,0.0,0.0,244874.0,,30000.0,5.0,24487.0,0.0,100.1,0.0,0.0,79.0,59.0,13.0,12.0,1.0,13.0,999.0,10.0,999.0,0.0,4.0,4.0,4.0,4.0,7.0,5.0,6.0,4.0,10.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,262918.0,48859.0,29800.0,21819.0,0,7.0,1,1,1,1,1,0,0
4600.0,4600.0,36.0,12.59,154.09,c,c2,mortgage,54400.0,verified,2015-11-01,Fully Paid,other,15.31,0.0,1995-10-01,680.0,684.0,0.0,26.0,999.0,8.0,0.0,7479.0,70.6,14.0,w,4600.0,0.0,26.0,individual,,,,0.0,0.0,253376.0,,10600.0,2.0,31672.0,107.0,96.4,0.0,0.0,117.0,241.0,29.0,2.0,1.0,39.0,999.0,22.0,999.0,0.0,2.0,4.0,2.0,2.0,9.0,4.0,4.0,4.0,8.0,0.0,0.0,0.0,2.0,85.7,100.0,0.0,0.0,276204.0,41998.0,3000.0,30327.0,0,10.0,0,1,1,1,0,0,0
26375.0,26375.0,60.0,16.78,652.38,c,c5,mortgage,60000.0,verified,2013-08-01,Fully Paid,debt_consolidation,24.82,0.0,1995-05-01,720.0,724.0,2.0,999.0,999.0,11.0,0.0,10495.0,56.4,23.0,f,26375.0,0.0,999.0,individual,,,,0.0,0.0,184629.0,,18600.0,3.0,20514.0,4792.0,65.8,0.0,0.0,128.0,222.0,4.0,4.0,3.0,16.0,999.0,0.0,999.0,0.0,2.0,3.0,2.0,4.0,8.0,7.0,12.0,3.0,11.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,212421.0,58561.0,14000.0,60537.0,0,7.0,1,1,1,1,1,0,0
11000.0,11000.0,60.0,14.47,258.64,c,c2,mortgage,119238.0,verified,2013-12-01,Fully Paid,debt_consolidation,15.65,0.0,1997-10-01,735.0,739.0,1.0,999.0,999.0,14.0,0.0,26129.0,56.0,37.0,w,11000.0,0.0,999.0,individual,,,,0.0,0.0,268609.0,,46700.0,2.0,19186.0,5792.0,74.5,0.0,0.0,194.0,194.0,13.0,13.0,4.0,32.0,999.0,0.0,999.0,0.0,4.0,10.0,4.0,10.0,12.0,11.0,21.0,10.0,14.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,320967.0,69112.0,22700.0,59767.0,0,10.0,1,1,1,1,1,0,0
10000.0,10000.0,36.0,10.99,327.34,b,b4,own,51000.0,source verified,2015-10-01,Fully Paid,home_improvement,16.49,0.0,1974-06-01,720.0,724.0,0.0,999.0,999.0,5.0,0.0,5124.0,96.7,8.0,w,10000.0,0.0,999.0,individual,,,,0.0,0.0,21083.0,,5300.0,0.0,4217.0,9.0,99.5,0.0,0.0,30.0,496.0,39.0,30.0,2.0,39.0,999.0,,999.0,0.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,30227.0,21083.0,2000.0,24927.0,0,0.0,1,1,1,1,1,0,0
30750.0,30750.0,60.0,19.72,809.91,d,d5,mortgage,93000.0,source verified,2013-02-01,Charged Off,debt_consolidation,14.54,0.0,2004-05-01,660.0,664.0,0.0,999.0,999.0,13.0,0.0,16598.0,66.8,16.0,w,4004.16,0.0,999.0,individual,,,,0.0,0.0,30292.0,,24831.0,8.0,2330.0,3919.0,79.7,0.0,0.0,106.0,89.0,7.0,7.0,0.0,7.0,999.0,7.0,999.0,0.0,6.0,7.0,6.0,7.0,5.0,9.0,11.0,7.0,13.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,51833.0,30292.0,19331.0,27002.0,1,10.0,1,1,1,1,1,0,0
13925.0,13925.0,36.0,13.67,473.7,c,c4,rent,41000.0,verified,2015-11-01,Charged Off,debt_consolidation,17.15,0.0,2000-06-01,680.0,684.0,1.0,66.0,999.0,4.0,0.0,10982.0,82.0,8.0,w,4387.9,0.0,999.0,individual,,,,0.0,0.0,13738.0,,13400.0,0.0,3435.0,0.0,101.1,0.0,0.0,149.0,185.0,25.0,25.0,0.0,160.0,999.0,1.0,999.0,0.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,87.5,100.0,0.0,0.0,24052.0,13738.0,9200.0,10652.0,1,3.0,0,1,1,1,1,0,0
24000.0,24000.0,36.0,5.32,722.76,a,a1,mortgage,135000.0,source verified,2015-09-01,Fully Paid,credit_card,17.22,0.0,2003-05-01,695.0,699.0,0.0,999.0,999.0,18.0,0.0,10929.0,27.5,36.0,f,24000.0,0.0,999.0,individual,,,,0.0,0.0,313606.0,,39800.0,4.0,19600.0,9396.0,46.0,0.0,0.0,148.0,143.0,10.0,9.0,8.0,10.0,999.0,9.0,999.0,0.0,3.0,7.0,7.0,8.0,10.0,14.0,18.0,7.0,18.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,369748.0,53415.0,17400.0,66477.0,0,5.0,1,1,1,1,1,0,0
5000.0,5000.0,36.0,9.17,159.4,b,b2,rent,65000.0,verified,2015-04-01,Charged Off,debt_consolidation,4.12,0.0,1993-10-01,665.0,669.0,0.0,999.0,118.0,8.0,1.0,5523.0,100.4,18.0,w,4529.24,0.0,999.0,individual,,,,0.0,0.0,8630.0,,5500.0,2.0,1079.0,15.0,99.3,0.0,0.0,257.0,96.0,16.0,16.0,0.0,54.0,999.0,16.0,999.0,0.0,2.0,4.0,2.0,3.0,13.0,4.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,0.0,15034.0,8630.0,2200.0,9534.0,1,10.0,1,0,1,1,1,0,0
4000.0,4000.0,36.0,10.99,130.94,b,b4,own,94600.0,source verified,2015-10-01,Fully Paid,debt_consolidation,9.18,0.0,2000-10-01,680.0,684.0,0.0,999.0,999.0,10.0,0.0,20304.0,51.1,16.0,w,4000.0,0.0,999.0,individual,,,,0.0,0.0,133925.0,,39700.0,6.0,14881.0,16396.0,55.3,0.0,0.0,154.0,180.0,6.0,3.0,3.0,6.0,999.0,3.0,999.0,0.0,6.0,6.0,7.0,10.0,2.0,8.0,11.0,6.0,10.0,0.0,0.0,0.0,4.0,100.0,66.7,0.0,0.0,166101.0,38671.0,36700.0,18901.0,0,10.0,1,1,1,1,1,0,0
6000.0,6000.0,36.0,17.99,216.89,d,d2,mortgage,170000.0,not verified,2012-04-01,Fully Paid,home_improvement,23.23,0.0,1998-03-01,685.0,689.0,1.0,999.0,999.0,25.0,0.0,25559.0,64.5,58.0,f,6000.0,0.0,999.0,individual,,,,0.0,-1.0,-1.0,,-1.0,7.0,-1.0,12048.0,67.0,0.0,0.0,,-1.0,-1.0,-1.0,4.0,9.0,999.0,0.0,999.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,22.2,0.0,0.0,-1.0,178970.0,36500.0,-1.0,0,1.0,1,1,1,1,1,0,1
20000.0,20000.0,60.0,17.56,503.1,d,d1,mortgage,44455.0,verified,2013-08-01,Fully Paid,debt_consolidation,7.94,0.0,1969-02-01,670.0,674.0,1.0,72.0,82.0,8.0,1.0,9133.0,58.5,18.0,w,20000.0,0.0,72.0,individual,,,,0.0,0.0,139834.0,,15600.0,3.0,19976.0,5234.0,62.9,0.0,0.0,100.0,542.0,4.0,4.0,3.0,4.0,999.0,4.0,999.0,1.0,5.0,6.0,6.0,11.0,1.0,7.0,14.0,6.0,8.0,0.0,0.0,0.0,3.0,94.0,40.0,1.0,0.0,154148.0,9133.0,14100.0,0.0,0,-1.0,0,0,1,1,0,1,0
6000.0,6000.0,36.0,6.39,183.6,a,a2,rent,53000.0,not verified,2015-02-01,Fully Paid,debt_consolidation,15.43,0.0,2005-06-01,725.0,729.0,0.0,999.0,999.0,8.0,0.0,1876.0,25.4,13.0,f,6000.0,0.0,999.0,individual,,,,0.0,0.0,50131.0,,7400.0,1.0,6266.0,2344.0,41.4,0.0,0.0,84.0,116.0,30.0,7.0,0.0,116.0,999.0,13.0,999.0,0.0,1.0,2.0,1.0,1.0,8.0,3.0,4.0,2.0,8.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,51084.0,50131.0,4000.0,40436.0,0,3.0,1,1,1,1,1,0,0
25000.0,25000.0,36.0,5.93,759.76,a,a1,mortgage,95000.0,source verified,2015-05-01,Fully Paid,credit_card,27.02,1.0,1997-10-01,675.0,679.0,0.0,18.0,999.0,16.0,0.0,36500.0,82.4,29.0,f,25000.0,0.0,999.0,individual,,,,0.0,0.0,210550.0,,44300.0,3.0,15039.0,1091.0,95.4,0.0,0.0,143.0,211.0,6.0,6.0,2.0,6.0,999.0,12.0,28.0,0.0,4.0,10.0,4.0,5.0,9.0,12.0,18.0,10.0,16.0,0.0,0.0,0.0,2.0,93.1,75.0,0.0,0.0,258436.0,62489.0,23700.0,50136.0,0,10.0,0,1,1,0,1,0,0
5600.0,5600.0,36.0,12.99,188.66,c,c1,rent,32000.0,source verified,2014-10-01,Fully Paid,car,7.16,0.0,2005-04-01,675.0,679.0,1.0,999.0,999.0,6.0,0.0,4044.0,36.8,11.0,f,5600.0,0.0,999.0,individual,,,,0.0,0.0,4044.0,,11000.0,6.0,674.0,2231.0,48.1,0.0,0.0,114.0,17.0,4.0,4.0,0.0,6.0,999.0,6.0,999.0,0.0,3.0,6.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,11000.0,4044.0,4300.0,0.0,0,10.0,1,1,1,1,1,0,0
12200.0,12200.0,36.0,7.89,381.69,a,a5,mortgage,55000.0,not verified,2015-08-01,Fully Paid,debt_consolidation,13.35,0.0,1999-12-01,715.0,719.0,0.0,999.0,999.0,10.0,0.0,8918.0,61.9,22.0,f,12200.0,0.0,999.0,individual,,,,0.0,223.0,81453.0,,14400.0,1.0,8145.0,4282.0,67.3,0.0,0.0,130.0,188.0,2.0,2.0,3.0,2.0,999.0,,999.0,0.0,5.0,6.0,5.0,9.0,5.0,7.0,14.0,6.0,10.0,0.0,0.0,0.0,1.0,100.0,80.0,0.0,0.0,141764.0,11210.0,13100.0,10000.0,0,10.0,1,1,1,1,1,0,0
28000.0,28000.0,36.0,13.98,956.71,c,c1,rent,129850.0,verified,2014-01-01,Fully Paid,credit_card,8.01,1.0,1988-07-01,665.0,669.0,0.0,17.0,43.0,6.0,5.0,16078.0,89.8,13.0,f,28000.0,0.0,999.0,individual,,,,0.0,0.0,26734.0,,17900.0,0.0,5347.0,1822.0,89.8,0.0,0.0,173.0,306.0,32.0,32.0,2.0,32.0,17.0,,17.0,0.0,3.0,3.0,4.0,7.0,1.0,4.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,92.3,66.7,0.0,5.0,31878.0,26734.0,17900.0,0.0,0,2.0,0,0,0,0,1,0,0
35000.0,35000.0,36.0,16.99,1247.68,d,d3,mortgage,73000.0,source verified,2015-12-01,Fully Paid,debt_consolidation,10.27,0.0,2004-03-01,700.0,704.0,0.0,999.0,999.0,8.0,0.0,13201.0,46.5,28.0,f,35000.0,0.0,999.0,individual,,,,0.0,0.0,100916.0,98.0,28400.0,7.0,14417.0,10613.0,48.0,0.0,0.0,136.0,141.0,5.0,3.0,1.0,5.0,999.0,0.0,999.0,0.0,3.0,4.0,4.0,10.0,7.0,6.0,20.0,4.0,8.0,0.0,0.0,0.0,6.0,100.0,25.0,0.0,0.0,117720.0,33368.0,20400.0,20588.0,0,2.0,1,1,1,1,1,0,0
4000.0,4000.0,36.0,12.49,133.8,b,b4,mortgage,60000.0,not verified,2014-02-01,Fully Paid,debt_consolidation,14.76,0.0,1995-05-01,690.0,694.0,0.0,25.0,999.0,12.0,0.0,24625.0,59.5,22.0,f,4000.0,0.0,999.0,individual,,,,0.0,0.0,151984.0,,41400.0,2.0,12665.0,6272.0,70.1,0.0,0.0,219.0,225.0,24.0,24.0,3.0,35.0,999.0,8.0,999.0,0.0,6.0,10.0,6.0,7.0,4.0,10.0,14.0,10.0,12.0,0.0,0.0,0.0,0.0,95.5,66.7,0.0,0.0,181167.0,25598.0,21000.0,0.0,0,10.0,0,1,1,1,1,0,0
17500.0,17500.0,36.0,10.16,566.0,b,b1,mortgage,91800.0,not verified,2013-04-01,Fully Paid,debt_consolidation,14.5,0.0,1998-01-01,720.0,724.0,3.0,999.0,999.0,22.0,0.0,12086.0,38.5,61.0,f,17500.0,0.0,999.0,individual,,,,0.0,67.0,295184.0,,31400.0,5.0,14056.0,5168.0,45.6,0.0,0.0,105.0,186.0,14.0,10.0,1.0,14.0,999.0,1.0,999.0,0.0,4.0,9.0,6.0,12.0,23.0,17.0,36.0,9.0,22.0,0.0,0.0,0.0,1.0,100.0,16.7,0.0,0.0,329853.0,181698.0,9500.0,167250.0,0,6.0,1,1,1,1,1,0,0
16700.0,16700.0,60.0,18.85,431.84,d,d3,rent,95000.0,verified,2013-08-01,Fully Paid,debt_consolidation,29.53,0.0,2003-03-01,690.0,694.0,4.0,44.0,999.0,9.0,0.0,21085.0,69.1,27.0,w,16700.0,0.0,44.0,individual,,,,0.0,0.0,79245.0,,30500.0,1.0,9906.0,9415.0,69.1,0.0,0.0,122.0,126.0,53.0,12.0,2.0,64.0,999.0,3.0,999.0,1.0,5.0,5.0,6.0,14.0,9.0,6.0,16.0,5.0,9.0,0.0,0.0,0.0,1.0,96.0,60.0,0.0,0.0,127010.0,79245.0,30500.0,96510.0,0,3.0,0,1,1,1,0,0,0
24000.0,24000.0,36.0,6.89,739.85,a,a3,mortgage,100000.0,verified,2015-07-01,Fully Paid,credit_card,20.15,0.0,1996-02-01,765.0,769.0,0.0,999.0,999.0,9.0,0.0,20049.0,35.6,21.0,w,24000.0,0.0,999.0,individual,,,,0.0,0.0,228777.0,,56300.0,2.0,28597.0,23451.0,46.1,0.0,0.0,232.0,177.0,21.0,12.0,3.0,35.0,999.0,,999.0,0.0,3.0,3.0,4.0,8.0,6.0,7.0,12.0,3.0,9.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,283623.0,44769.0,43500.0,33000.0,0,7.0,1,1,1,1,1,0,0
7475.0,7475.0,36.0,13.35,253.13,c,c2,rent,36000.0,source verified,2014-05-01,Fully Paid,debt_consolidation,14.0,0.0,2007-10-01,680.0,684.0,1.0,999.0,999.0,8.0,0.0,2004.0,26.4,9.0,w,7475.0,0.0,999.0,individual,,,,0.0,100.0,19823.0,,7600.0,3.0,2478.0,1596.0,55.7,0.0,0.0,44.0,79.0,13.0,8.0,0.0,13.0,999.0,3.0,999.0,0.0,3.0,3.0,4.0,5.0,2.0,6.0,7.0,3.0,8.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,27927.0,19823.0,3600.0,20327.0,0,10.0,1,1,1,1,1,0,0
5000.0,5000.0,36.0,14.54,172.21,d,d1,rent,66000.0,not verified,2011-01-01,Charged Off,credit_card,2.15,0.0,2006-04-01,680.0,684.0,0.0,24.0,999.0,3.0,0.0,2191.0,87.6,9.0,f,4328.08,0.0,999.0,individual,,,,0.0,-1.0,-1.0,,-1.0,,-1.0,,,0.0,0.0,,-1.0,-1.0,-1.0,,,999.0,,999.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,-1.0,-1.0,,0.0,0.0,-1.0,,,-1.0,1,0.0,0,1,1,1,1,0,1
28000.0,28000.0,36.0,7.89,876.0,a,a5,own,90000.0,source verified,2015-03-01,Fully Paid,credit_card,13.45,0.0,1986-04-01,675.0,679.0,0.0,999.0,999.0,11.0,0.0,33668.0,83.5,22.0,w,28000.0,0.0,999.0,individual,,,,0.0,0.0,33668.0,,40300.0,0.0,3061.0,4256.0,86.6,0.0,0.0,138.0,347.0,35.0,35.0,0.0,35.0,999.0,,999.0,0.0,7.0,10.0,7.0,13.0,5.0,11.0,17.0,10.0,11.0,0.0,0.0,0.0,0.0,100.0,85.7,0.0,0.0,40300.0,33668.0,31800.0,0.0,0,10.0,1,1,1,1,1,0,0
5000.0,5000.0,36.0,14.09,171.11,b,b5,mortgage,48000.0,not verified,2012-09-01,Charged Off,credit_card,23.58,0.0,1994-04-01,675.0,679.0,2.0,999.0,999.0,10.0,0.0,6019.0,62.7,29.0,f,693.14,0.0,999.0,individual,,,,0.0,0.0,161554.0,,9600.0,6.0,17950.0,3131.0,58.8,0.0,0.0,215.0,224.0,2.0,2.0,1.0,4.0,999.0,5.0,999.0,0.0,3.0,5.0,4.0,13.0,12.0,7.0,16.0,5.0,10.0,0.0,0.0,0.0,4.0,100.0,75.0,0.0,0.0,172499.0,39458.0,7600.0,40122.0,1,10.0,1,1,1,1,1,0,0
3500.0,3500.0,36.0,11.49,115.4,b,b5,rent,52000.0,verified,2015-11-01,Fully Paid,moving,24.46,0.0,1996-11-01,710.0,714.0,0.0,999.0,999.0,10.0,0.0,23696.0,46.2,16.0,w,3500.0,0.0,999.0,individual,,,,0.0,0.0,56188.0,,51300.0,3.0,5619.0,23982.0,37.4,0.0,0.0,153.0,228.0,10.0,10.0,0.0,45.0,999.0,11.0,999.0,0.0,4.0,5.0,5.0,7.0,6.0,7.0,10.0,5.0,10.0,0.0,0.0,0.0,3.0,100.0,20.0,0.0,0.0,93468.0,56188.0,38300.0,42168.0,0,3.0,1,1,1,1,1,0,0
24000.0,24000.0,60.0,19.72,632.12,d,d5,rent,70000.0,verified,2013-03-01,Fully Paid,debt_consolidation,33.01,0.0,1996-12-01,680.0,684.0,2.0,999.0,999.0,16.0,0.0,64987.0,82.2,32.0,w,24000.0,0.0,999.0,individual,,,,0.0,0.0,72601.0,,79100.0,2.0,5186.0,1910.0,96.3,0.0,0.0,197.0,191.0,11.0,11.0,0.0,45.0,999.0,0.0,999.0,0.0,5.0,7.0,6.0,10.0,14.0,13.0,18.0,7.0,16.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,102871.0,72601.0,51100.0,23771.0,0,1.0,1,1,1,1,1,0,0
7500.0,7500.0,36.0,5.32,225.87,a,a1,mortgage,120000.0,not verified,2015-11-01,Fully Paid,major_purchase,18.72,0.0,1998-06-01,730.0,734.0,0.0,999.0,999.0,10.0,0.0,19591.0,51.4,34.0,w,7500.0,0.0,999.0,individual,,,,0.0,0.0,195263.0,,38100.0,5.0,21696.0,18509.0,51.4,0.0,0.0,170.0,209.0,42.0,4.0,4.0,42.0,999.0,9.0,999.0,0.0,3.0,3.0,4.0,14.0,13.0,5.0,17.0,3.0,10.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,299841.0,83044.0,38100.0,96449.0,0,10.0,1,1,1,1,1,0,0
15000.0,15000.0,36.0,6.24,457.97,a,a2,mortgage,90000.0,not verified,2015-12-01,Fully Paid,credit_card,10.62,0.0,1996-01-01,730.0,734.0,0.0,999.0,999.0,18.0,0.0,12946.0,20.6,21.0,f,15000.0,0.0,999.0,individual,,,,0.0,0.0,24465.0,,62800.0,5.0,1359.0,38246.0,21.0,0.0,0.0,89.0,239.0,10.0,10.0,0.0,12.0,999.0,15.0,999.0,0.0,7.0,11.0,9.0,10.0,3.0,16.0,17.0,12.0,18.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,86559.0,24465.0,48400.0,19573.0,0,4.0,1,1,1,1,1,0,0
8400.0,8400.0,36.0,6.89,258.95,a,a3,rent,55000.0,source verified,2015-12-01,Fully Paid,credit_card,14.18,0.0,1998-02-01,680.0,684.0,0.0,38.0,45.0,10.0,1.0,6256.0,35.1,19.0,w,8400.0,0.0,51.0,individual,,,,0.0,2643.0,19656.0,52.0,17800.0,1.0,2457.0,1410.0,72.9,0.0,0.0,124.0,214.0,20.0,20.0,1.0,20.0,999.0,5.0,38.0,1.0,2.0,4.0,3.0,3.0,3.0,9.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,89.5,50.0,0.0,0.0,43429.0,19656.0,5200.0,25629.0,0,3.0,0,0,1,0,0,0,0
